UNITID,INSTNM,Snippet,Motto
143297,Blessing Rieman College of Nursing and Health Sciences,"Other reasons this message may be displayed:
",N/A
143358,Bradley University,"
",N/A
144005,Chicago State University,"
",N/A
144050,University of Chicago,"
",Crescat scientia; vita excolatur (Latin)
144281,Columbia College Chicago,"
",N/A
144351,Concordia University-Chicago,"Other reasons this message may be displayed:
",N/A
144740,DePaul University,"
",Viam sapientiae monstrabo tibi.
144883,East-West University,"Coordinates: 41°52′17″N 87°37′28″W﻿ / ﻿41.871316°N 87.624454°W﻿ / 41.871316; -87.624454
","""Excellence and Service"""
144892,Eastern Illinois University,"
Coordinates: 39°29′4″N 88°10′31″W﻿ / ﻿39.48444°N 88.17528°W﻿ / 39.48444; -88.17528
",N/A
144962,Elmhurst College,"Elmhurst College is a comprehensive four-year private liberal arts college in Elmhurst, Illinois.  The college has  a tradition of service-oriented learning and an affiliation with the United Church of Christ.[1] On June 15, 2019 The Elmhurst College Board of Trustees approved a name change to Elmhurst University, subsequent news was announced through an email and news report on June 18, 2019. Elmhurst College will change its name to Elmhurst University, effective June 30, 2020.[2]
",In Lumine Tuo Videbimus Lumen
144971,Eureka College,"Eureka College is a private liberal arts college in Eureka, Illinois, also related by covenant to the Christian Church (Disciples of Christ).[1]  Popular majors include education, business, history, political science, communication, and the fine and performing arts. Enrollment in 2018 was approximately 567 students.
","""The Moment of Discovery"""
145336,Governors State University,"
",N/A
145372,Greenville University,"Greenville University is a liberal arts university in Greenville, Illinois.  It is affiliated with the Free Methodist Church, a church with an evangelical foundation. Greenville College was renamed Greenville University on June 1, 2017.[3]
",Delivering Real Experience
145497,Hebrew Theological College,"The Hebrew Theological College, known colloquially as ""Skokie Yeshiva,"" is a Yeshiva in Skokie, Illinois, which also functions as a private university on campus. The school is a division of Touro College and University System and hosts separate programs for both men and women. The primary focus of the Yeshiva is to teach Torah and Jewish traditions.  It was founded in 1922 as a Modern Orthodox Jewish institution of higher education in America and currently caters to students from Modern Orthodox, Yeshivish and Chasidish backgrounds.
",N/A
145558,Rosalind Franklin University of Medicine and Science,"Rosalind Franklin University of Medicine and Science (RFUMS) is a private graduate school in North Chicago, Illinois. It has more than 2,000 students in five schools: the Chicago Medical School, the College of Health Professions, the College of Pharmacy, the School of Graduate and Postdoctoral Studies, and the Dr. William M. Scholl College of Podiatric Medicine. The university is named for famous DNA crystallographer Rosalind Franklin. Photo 51, Dr. Franklin's X-ray diffraction pattern for B-DNA, was pivotal in the history of biology in the twentieth century, and this photograph is the basis for the university's seal and logo.
",Life in Discovery (Vita In Inventione)
145600,University of Illinois at Chicago,"
","Teach, research, serve, care."
145619,Benedictine University,"Benedictine University is a private Roman Catholic university in Lisle, Illinois.[2] The school was founded in 1887 as St. Procopius College by the Benedictine monks of St. Procopius Abbey in the Pilsen community on the West Side of Chicago.[3][4] The institution has retained a close relationship with the Benedictine Order,[5] which bears the name of St. Benedict (480–543 A.D.), the acknowledged father of western monasticism.[6]
",N/A
145637,University of Illinois at Urbana-Champaign,"
",Learning and Labor
145646,Illinois Wesleyan University,"
",Scientia et Sapientia (Latin)
145691,Illinois College,"Illinois College is a private liberal arts college in Jacksonville, Illinois.  It is affiliated with the United Church of Christ and the Presbyterian Church (USA).  It was the second college founded in Illinois, but the first to grant a degree (in 1835). It was founded in 1829 by the Illinois Band, students from Yale University who traveled westward to found new colleges.[5][6]  It briefly served as the state's first medical school, from 1843 to 1848, and became co-educational in 1903.
",N/A
145725,Illinois Institute of Technology,"Coordinates: 41°50′4.75″N 87°37′42″W﻿ / ﻿41.8346528°N 87.62833°W﻿ / 41.8346528; -87.62833
",Transforming Lives. Inventing the Future.
145813,Illinois State University,"
",Gladly We Learn and Teach
146339,Judson University,"Judson University is an evangelical Christian liberal arts university in Elgin, Illinois. It was founded in 1913. Judson was formed out of the liberal arts component of Northern Baptist Theological Seminary. When the seminary moved from Chicago to Lombard, Illinois, it was decided to make the college separate from the seminary. Originally as Judson College, it was named after Adoniram Judson, the first American Baptist missionary to foreign shores.  The university has campuses in Elgin and Rockford, Illinois, and a student body of approximately 1,300[5]. Judson College became Judson University on August 28, 2007.[6]
",Christus Lux Mundi (Latin)
146427,Knox College,"Knox College may refer to:
",N/A
146481,Lake Forest College,"Lake Forest College is a private liberal arts college in Lake Forest, Illinois. Founded in 1857 as Lind University by a group of Presbyterian ministers, the college has been coeducational since 1876 and an undergraduate-focused liberal arts institution since 1903.[5] Lake Forest enrolls approximately 1,600 students representing 47 states and 81 countries. Lake Forest offers 30 undergraduate major and minor programs in the humanities, social sciences, and natural sciences, and features programs of study in pre-law, pre-medicine, communication, business, finance, and computer science.[3] The majority of students live on the college's wooded 107-acre campus located a half-mile from the Lake Michigan shore.
",Et veritas liberabit vos (Latin)
146533,Lakeview College of Nursing,"Lakeview College of Nursing is a private nursing college in Danville, Illinois.  The college also has a campus located in Charleston, Illinois. The college offers an accredited Bachelor of Science in Nursing degree.
",N/A
146612,Lewis University,"Lewis University is a private Roman Catholic and Lasallian university in Romeoville, Illinois.  The enrollment is currently around 6,800 students. Lewis offers more than 80 undergraduate majors and programs of study, 22 graduate programs, and accelerated programs for working adults.
",Signum Fidei (Latin)
